Ref,Val,Package,PosX,PosY,Rot,Side
"J7","Conn_02x04_Odd_Even","Anderson_PCB_mount_P1545_2x4",-18.195700,-170.814000,0.000000,bottom
"J12","Conn_02x04_Odd_Even","Anderson_PCB_mount_P1545_2x4",-62.099700,-170.814000,0.000000,bottom
